12,Kaderabek,10,809.216,2022.96,2041.81,2042.42,11,1.36364
13,Kramaric,10,389.967,2017.74,2023.19,2080.69,18,2.6111
14,Nordtveit,10,2003.8,2003.8,2003.8,2003.8,0,0
15,Nuhu,10,2021.44,2021.44,2021.44,2021.44,0,0
16,Pentke,10,1977.77,1784.06,1784.06,1784.06,1,0
17,Posch,10,481.711,2022.3,2031.7,2032.21,16,1
18,Raum,10,274.171,1949.35,1985.63,1960.68,23,1.56521
19,Richards,10,661.363,2043.2,2056.19,2059.9,13,1
20,Rudy,10,1316.11,1992.45,1994.43,1992.45,4,2
21,Rutter,10,1053.95,1969.21,1973.02,1975.86,6,3
22,Samassekou,10,725.248,2055.37,2074.76,2055.37,12,2
23,Sessegnon,10,1631.36,1985.02,1994.18,1998.98,4,1
24,Skov,10,1476.47,2020.48,2033.17,2025.73,5,2.8
25,Stiller,10,857.635,1986.05,1984.26,1975.38,8,1.875
26,Vogt,10,378.295,1964.67,1972.62,1971.73,16,1
0,Agu,11,2038.82,2038.82,2038.82,2038.82,0,0
1,Augustinsson,11,1627.22,2020.29,2008.91,2001.02,5,1.4
2,Bittencourt,11,1635.4,2001.66,1994.92,2001.66,2,2
3,Dinkci,11,2018.31,2018.31,2018.31,2018.31,0,0
4,Erras,11,2017.18,2017.18,2017.18,2017.18,0,0
5,Friedl,11,2027.95,2027.95,2027.95,2027.95,2,1
6,Fullkrug,11,1650.29,2020.84,2015.8,2005.61,5,3
7,Gebre_Selassie,11,1636.95,2032.3,2020.92,2013.03,5,1.4
8,Gross,11,1604.02,1972.18,1975.44,1972.18,4,1.75
9,Mbom,11,2036.17,2045.38,2055.4,2045.38,1,2
10,Moisander,11,1620.31,2011.76,2000.38,1992.5,5,1
11,Osako,11,1993.71,1993.71,1993.71,1993.71,0,0
12,Pavlenka,11,2049.76,1652.11,1652.11,1652.11,5,0
13,Rashica,11,2003.31,2003.31,2003.31,2003.31,2,3
14,Sargent,11,1652.53,2023.6,2018.57,2008.37,5,2.8
15,Schmid,11,2037.46,2037.46,2037.46,2037.46,0,0
16,Toprak,11,1823.16,2009.54,2015.39,2018.54,1,1
17,Veljkovic,11,1869.77,2035.46,2028.22,2027.15,3,1
18,Woltemade,11,2017.18,2017.18,2017.18,2017.18,0,0
19,Zetterer,11,2017.18,2017.18,2017.18,2017.18,0,0
0,Bazee,12,1981.49,1981.49,1981.49,1981.49,0,0
1,Caligiuri,12,772.333,1961.16,1968.14,1961.16,10,2
2,Cordova,12,1778.25,1972.84,1974.29,1976.13,1,3
3,Dorsch,12,422.618,1999.88,2006.2,1999.88,15,2
4,Finnbogason,12,1976.03,1976.03,1976.03,1976.03,1,3
5,Framberger,12,872.036,2019.63,2006.93,1999.93,9,1.22222
6,Gikiewicz,12,2018.47,285.327,285.327,285.327,21,0
