Nielsen,19,1958.2,1991.74,0,0,0
Pululu,19,1989.11,1989.11,0,0,0
Raschl,19,1991.33,1991.33,0,0,0
Seguin,19,1980.94,1980.94,0,0,0
Stach,19,1932.64,1932.64,0,0,0
T.Tillman,19,1935.9,1924.87,0,0,0
Viergever,19,2026.73,2011,0,0,0
Willems,19,2029.18,2002.23,0,0,0
Ambrosius,20,1934.38,1934.38,0,0,0
David,20,1946.49,1946.49,0,0,0
Gjasula,20,1930.95,1929.2,0,0,0
Gyamerah,20,1924.14,1934.67,0,0,0
Heil,20,1946.49,1946.49,0,0,0
Heuer_Fernandes,20,1946.49,1946.49,0,0,0
Heyer,20,1915.41,1925.95,0,0,0
Hunt,20,1917.52,1915.78,0,0,0
Jatta,20,1939.41,1939.41,0,0,0
Kinsombi,20,1932.93,1932.93,0,0,0
Kittel,20,1925.56,1922.89,0,0,0
Kwarteng,20,1946.49,1946.49,0,0,0
Leibold,20,1920.62,1928.93,0,0,0
Leistner,20,1940.63,1948.92,0,0,0
Meissner,20,1905.46,1911.13,0,0,0
Narey,20,1948.4,1943.89,0,0,0
Onana,20,1942.84,1942.84,0,0,0
Terodde,20,1931.36,1934.38,0,0,0
Vagnoman,20,1937.86,1935.64,0,0,0
Van_Drongelen,20,1949.99,1947.77,0,0,0
Wintzheimer,20,1934.53,1930,0,0,0
Arslan,21,1954.04,1954.04,0,0,0
Awuku,21,1943.6,1943.6,0,0,0
Bartels,21,1954.12,1978.56,0,0,0
